ダウンロードした時刻：2026/04/13 04:54:09

,東京
,日射量(MJ/m2)
2026年3月2日2時,--
2026年3月2日3時,--
2026年3月2日4時,--
2026年3月2日5時,--
2026年3月2日6時,0.00
2026年3月2日7時,0.05
2026年3月2日8時,0.13
2026年3月2日9時,0.24
2026年3月2日10時,0.33
2026年3月2日11時,0.46
2026年3月2日12時,0.73
2026年3月2日13時,0.79
2026年3月2日14時,0.51
2026年3月2日15時,0.39
2026年3月2日16時,0.32
2026年3月2日17時,0.13
2026年3月2日18時,0.02
2026年3月2日19時,0.00
2026年3月2日20時,--
2026年3月2日21時,--
2026年3月2日22時,--
2026年3月2日23時,--
2026年3月2日24時,--
2026年3月3日1時,--
2026年3月3日2時,--
2026年3月3日3時,--
2026年3月3日4時,--
2026年3月3日5時,--
2026年3月3日6時,0.00
2026年3月3日7時,0.02
2026年3月3日8時,0.12
2026年3月3日9時,0.17
2026年3月3日10時,0.18
2026年3月3日11時,0.37
2026年3月3日12時,0.18
2026年3月3日13時,0.30
2026年3月3日14時,0.35
2026年3月3日15時,0.28
2026年3月3日16時,0.13
2026年3月3日17時,0.05
2026年3月3日18時,0.01
2026年3月3日19時,0.00
2026年3月3日20時,--
2026年3月3日21時,--
2026年3月3日22時,--
2026年3月3日23時,--
2026年3月3日24時,--
2026年3月4日1時,--
2026年3月4日2時,--
2026年3月4日3時,--
2026年3月4日4時,--
2026年3月4日5時,--
2026年3月4日6時,0.00
2026年3月4日7時,0.01
2026年3月4日8時,0.14
2026年3月4日9時,0.65
2026年3月4日10時,1.19
2026年3月4日11時,1.96
2026年3月4日12時,2.56
2026年3月4日13時,2.82
2026年3月4日14時,2.52
2026年3月4日15時,2.04
2026年3月4日16時,1.38
2026年3月4日17時,0.65
2026年3月4日18時,0.08
2026年3月4日19時,0.00
2026年3月4日20時,--
2026年3月4日21時,--
2026年3月4日22時,--
2026年3月4日23時,--
2026年3月4日24時,--
2026年3月5日1時,--
2026年3月5日2時,--
2026年3月5日3時,--
2026年3月5日4時,--
2026年3月5日5時,--
2026年3月5日6時,0.00
2026年3月5日7時,0.15
2026年3月5日8時,0.89
2026年3月5日9時,1.63
2026年3月5日10時,2.26
2026年3月5日11時,2.68
2026年3月5日12時,2.89
2026年3月5日13時,2.84
2026年3月5日14時,2.55
2026年3月5日15時,2.03
2026年3月5日16時,1.36
2026年3月5日17時,0.61
2026年3月5日18時,0.08
2026年3月5日19時,0.00
2026年3月5日20時,--
2026年3月5日21時,--
2026年3月5日22時,--
2026年3月5日23時,--
2026年3月5日24時,--
2026年3月6日1時,--
2026年3月6日2時,--
2026年3月6日3時,--
2026年3月6日4時,--
2026年3月6日5時,--
2026年3月6日6時,0.00
2026年3月6日7時,0.12
2026年3月6日8時,0.63
2026年3月6日9時,0.76
2026年3月6日10時,0.99
2026年3月6日11時,1.01
2026年3月6日12時,1.36
2026年3月6日13時,0.97
2026年3月6日14時,1.24
2026年3月6日15時,1.07
2026年3月6日16時,0.84
2026年3月6日17時,0.27
2026年3月6日18時,0.06
2026年3月6日19時,0.00
2026年3月6日20時,--
2026年3月6日21時,--
2026年3月6日22時,--
2026年3月6日23時,--
2026年3月6日24時,--
2026年3月7日1時,--
2026年3月7日2時,--
2026年3月7日3時,--
2026年3月7日4時,--
2026年3月7日5時,--
2026年3月7日6時,0.00
2026年3月7日7時,0.12
2026年3月7日8時,0.82
2026年3月7日9時,1.52
2026年3月7日10時,2.19
2026年3月7日11時,2.65
2026年3月7日12時,2.85
2026年3月7日13時,2.84
2026年3月7日14時,2.54
2026年3月7日15時,1.94
2026年3月7日16時,1.22
2026年3月7日17時,0.24
2026年3月7日18時,0.01
2026年3月7日19時,0.00
2026年3月7日20時,--
2026年3月7日21時,--
2026年3月7日22時,--
2026年3月7日23時,--
2026年3月7日24時,--
2026年3月8日1時,--
2026年3月8日2時,--
2026年3月8日3時,--
2026年3月8日4時,--
2026年3月8日5時,--
2026年3月8日6時,0.00
2026年3月8日7時,0.19
2026年3月8日8時,0.95
2026年3月8日9時,1.70
2026年3月8日10時,2.32
2026年3月8日11時,2.76
2026年3月8日12時,3.00
2026年3月8日13時,2.95
2026年3月8日14時,2.64
2026年3月8日15時,2.14
2026年3月8日16時,1.46
2026年3月8日17時,0.70
2026年3月8日18時,0.10
2026年3月8日19時,0.00
2026年3月8日20時,--
2026年3月8日21時,--
2026年3月8日22時,--
2026年3月8日23時,--
2026年3月8日24時,--
2026年3月9日1時,--
2026年3月9日2時,--
2026年3月9日3時,--
2026年3月9日4時,--
2026年3月9日5時,--
2026年3月9日6時,0.00
2026年3月9日7時,0.09
2026年3月9日8時,0.62
2026年3月9日9時,1.03
2026年3月9日10時,1.52
2026年3月9日11時,2.10
2026年3月9日12時,2.86
2026年3月9日13時,2.84
2026年3月9日14時,2.51
2026年3月9日15時,2.04
2026年3月9日16時,1.38
2026年3月9日17時,0.58
2026年3月9日18時,0.06
2026年3月9日19時,0.00
2026年3月9日20時,--
2026年3月9日21時,--
2026年3月9日22時,--
2026年3月9日23時,--
2026年3月9日24時,--
2026年3月10日1時,--
2026年3月10日2時,--
2026年3月10日3時,--
2026年3月10日4時,--
2026年3月10日5時,--
2026年3月10日6時,0.00
2026年3月10日7時,0.04
2026年3月10日8時,0.14
2026年3月10日9時,0.16
2026年3月10日10時,0.20
2026年3月10日11時,0.21
2026年3月10日12時,0.71
2026年3月10日13時,0.99
2026年3月10日14時,1.77
2026年3月10日15時,2.15
2026年3月10日16時,1.45
2026年3月10日17時,0.70
2026年3月10日18時,0.05
2026年3月10日19時,0.00
2026年3月10日20時,--
2026年3月10日21時,--
2026年3月10日22時,--
2026年3月10日23時,--
2026年3月10日24時,--
2026年3月11日1時,--
2026年3月11日2時,--
2026年3月11日3時,--
2026年3月11日4時,--
2026年3月11日5時,--
2026年3月11日6時,0.00
2026年3月11日7時,0.23
2026年3月11日8時,0.99
2026年3月11日9時,1.73
2026年3月11日10時,2.34
2026年3月11日11時,2.79
2026年3月11日12時,3.00
2026年3月11日13時,2.91
2026年3月11日14時,2.61
2026年3月11日15時,2.13
2026年3月11日16時,1.46
2026年3月11日17時,0.69
2026年3月11日18時,0.07
2026年3月11日19時,0.00
2026年3月11日20時,--
2026年3月11日21時,--
2026年3月11日22時,--
2026年3月11日23時,--
2026年3月11日24時,--
2026年3月12日1時,--
2026年3月12日2時,--
2026年3月12日3時,--
2026年3月12日4時,--
2026年3月12日5時,--
2026年3月12日6時,0.00
2026年3月12日7時,0.20
2026年3月12日8時,0.85
2026年3月12日9時,1.64
2026年3月12日10時,2.31
2026年3月12日11時,2.78
2026年3月12日12時,3.02
2026年3月12日13時,2.98
2026年3月12日14時,2.69
2026年3月12日15時,2.20
2026年3月12日16時,1.51
2026年3月12日17時,0.71
2026年3月12日18時,0.12
2026年3月12日19時,0.00
2026年3月12日20時,--
2026年3月12日21時,--
2026年3月12日22時,--
2026年3月12日23時,--
2026年3月12日24時,--
2026年3月13日1時,--
2026年3月13日2時,--
2026年3月13日3時,--
2026年3月13日4時,--
2026年3月13日5時,--
2026年3月13日6時,0.00
2026年3月13日7時,0.14
2026年3月13日8時,0.46
2026年3月13日9時,0.96
2026年3月13日10時,1.55
2026年3月13日11時,1.46
2026年3月13日12時,1.41
2026年3月13日13時,1.28
2026年3月13日14時,0.91
2026年3月13日15時,0.66
2026年3月13日16時,0.36
2026年3月13日17時,0.17
2026年3月13日18時,0.03
2026年3月13日19時,0.00
2026年3月13日20時,--
2026年3月13日21時,--
2026年3月13日22時,--
2026年3月13日23時,--
2026年3月13日24時,--
2026年3月14日1時,--
2026年3月14日2時,--
2026年3月14日3時,--
2026年3月14日4時,--
2026年3月14日5時,--
2026年3月14日6時,0.00
2026年3月14日7時,0.22
2026年3月14日8時,0.58
2026年3月14日9時,1.74
2026年3月14日10時,2.40
2026年3月14日11時,2.84
2026年3月14日12時,3.04
2026年3月14日13時,2.99
2026年3月14日14時,2.67
2026年3月14日15時,2.16
2026年3月14日16時,1.50
2026年3月14日17時,0.73
2026年3月14日18時,0.12
2026年3月14日19時,0.00
2026年3月14日20時,--
2026年3月14日21時,--
2026年3月14日22時,--
2026年3月14日23時,--
2026年3月14日24時,--
2026年3月15日1時,--
2026年3月15日2時,--
2026年3月15日3時,--
2026年3月15日4時,--
2026年3月15日5時,--
2026年3月15日6時,0.00
2026年3月15日7時,0.20
2026年3月15日8時,1.01
2026年3月15日9時,1.76
2026年3月15日10時,2.38
2026年3月15日11時,2.80
2026年3月15日12時,3.00
2026年3月15日13時,2.93
2026年3月15日14時,2.63
2026年3月15日15時,2.11
2026年3月15日16時,1.38
2026年3月15日17時,0.38
2026年3月15日18時,0.04
2026年3月15日19時,0.00
2026年3月15日20時,--
2026年3月15日21時,--
2026年3月15日22時,--
2026年3月15日23時,--
2026年3月15日24時,--
2026年3月16日1時,--
2026年3月16日2時,--
2026年3月16日3時,--
2026年3月16日4時,--
2026年3月16日5時,--
2026年3月16日6時,0.00
2026年3月16日7時,0.03
2026年3月16日8時,0.24
2026年3月16日9時,0.38
2026年3月16日10時,0.43
2026年3月16日11時,0.84
2026年3月16日12時,1.90
2026年3月16日13時,1.94
2026年3月16日14時,2.51
2026年3月16日15時,2.15
2026年3月16日16時,1.42
2026年3月16日17時,0.20
2026年3月16日18時,0.06
2026年3月16日19時,0.00
2026年3月16日20時,--
2026年3月16日21時,--
2026年3月16日22時,--
2026年3月16日23時,--
2026年3月16日24時,--
2026年3月17日1時,--
2026年3月17日2時,--
2026年3月17日3時,--
2026年3月17日4時,--
2026年3月17日5時,--
2026年3月17日6時,0.00
2026年3月17日7時,0.04
2026年3月17日8時,0.23
2026年3月17日9時,0.59
2026年3月17日10時,0.70
2026年3月17日11時,1.05
2026年3月17日12時,2.08
2026年3月17日13時,2.69
2026年3月17日14時,2.68
2026年3月17日15時,2.16
2026年3月17日16時,1.48
2026年3月17日17時,0.72
2026年3月17日18時,0.11
2026年3月17日19時,0.00
2026年3月17日20時,--
2026年3月17日21時,--
2026年3月17日22時,--
2026年3月17日23時,--
2026年3月17日24時,--
2026年3月18日1時,--
2026年3月18日2時,--
2026年3月18日3時,--
2026年3月18日4時,--
2026年3月18日5時,--
2026年3月18日6時,0.00
2026年3月18日7時,0.14
2026年3月18日8時,0.71
2026年3月18日9時,0.67
2026年3月18日10時,1.34
2026年3月18日11時,1.84
2026年3月18日12時,1.93
2026年3月18日13時,1.31
2026年3月18日14時,0.97
2026年3月18日15時,0.43
2026年3月18日16時,0.56
2026年3月18日17時,0.41
2026年3月18日18時,0.08
2026年3月18日19時,0.00
2026年3月18日20時,--
2026年3月18日21時,--
2026年3月18日22時,--
2026年3月18日23時,--
2026年3月18日24時,--
2026年3月19日1時,--
2026年3月19日2時,--
2026年3月19日3時,--
2026年3月19日4時,--
2026年3月19日5時,--
2026年3月19日6時,0.00
2026年3月19日7時,0.02
2026年3月19日8時,0.08
2026年3月19日9時,0.26
2026年3月19日10時,0.53
2026年3月19日11時,1.04
2026年3月19日12時,1.24
2026年3月19日13時,1.31
2026年3月19日14時,0.57
2026年3月19日15時,0.42
2026年3月19日16時,0.50
2026年3月19日17時,0.15
2026年3月19日18時,0.01
2026年3月19日19時,0.00
2026年3月19日20時,--
2026年3月19日21時,--
2026年3月19日22時,--
2026年3月19日23時,--
2026年3月19日24時,--
2026年3月20日1時,--
2026年3月20日2時,--
2026年3月20日3時,--
2026年3月20日4時,--
2026年3月20日5時,--
2026年3月20日6時,0.00
2026年3月20日7時,0.03
2026年3月20日8時,0.16
2026年3月20日9時,0.12
2026年3月20日10時,0.26
2026年3月20日11時,0.29
2026年3月20日12時,0.18
2026年3月20日13時,0.18
2026年3月20日14時,0.35
2026年3月20日15時,0.40
2026年3月20日16時,0.19
2026年3月20日17時,0.05
2026年3月20日18時,0.01
2026年3月20日19時,0.00
2026年3月20日20時,--
2026年3月20日21時,--
2026年3月20日22時,--
2026年3月20日23時,--
2026年3月20日24時,--
2026年3月21日1時,--
2026年3月21日2時,--
2026年3月21日3時,--
2026年3月21日4時,--
2026年3月21日5時,--
2026年3月21日6時,0.01
2026年3月21日7時,0.39
2026年3月21日8時,1.15
2026年3月21日9時,1.93
2026年3月21日10時,2.58
2026年3月21日11時,3.01
2026年3月21日12時,3.20
2026年3月21日13時,3.12
2026年3月21日14時,2.81
2026年3月21日15時,2.24
2026年3月21日16時,1.50
2026年3月21日17時,0.75
2026年3月21日18時,0.15
2026年3月21日19時,0.00
2026年3月21日20時,--
2026年3月21日21時,--
2026年3月21日22時,--
2026年3月21日23時,--
2026年3月21日24時,--
2026年3月22日1時,--
2026年3月22日2時,--
2026年3月22日3時,--
2026年3月22日4時,--
2026年3月22日5時,--
2026年3月22日6時,0.01
2026年3月22日7時,0.29
2026年3月22日8時,1.10
2026年3月22日9時,1.83
2026年3月22日10時,2.44
2026年3月22日11時,2.82
2026年3月22日12時,2.81
2026年3月22日13時,2.59
2026年3月22日14時,2.09
2026年3月22日15時,1.25
2026年3月22日16時,0.77
2026年3月22日17時,0.49
2026年3月22日18時,0.10
2026年3月22日19時,0.00
2026年3月22日20時,--
2026年3月22日21時,--
2026年3月22日22時,--
2026年3月22日23時,--
2026年3月22日24時,--
2026年3月23日1時,--
2026年3月23日2時,--
2026年3月23日3時,--
2026年3月23日4時,--
2026年3月23日5時,--
2026年3月23日6時,0.00
2026年3月23日7時,0.04
2026年3月23日8時,0.18
2026年3月23日9時,0.38
2026年3月23日10時,0.51
2026年3月23日11時,1.01
2026年3月23日12時,1.11
2026年3月23日13時,1.64
2026年3月23日14時,2.21
2026年3月23日15時,2.22
2026年3月23日16時,1.53
2026年3月23日17時,0.78
2026年3月23日18時,0.15
2026年3月23日19時,0.00
2026年3月23日20時,--
2026年3月23日21時,--
2026年3月23日22時,--
2026年3月23日23時,--
2026年3月23日24時,--
2026年3月24日1時,--
2026年3月24日2時,--
2026年3月24日3時,--
2026年3月24日4時,--
2026年3月24日5時,--
2026年3月24日6時,0.02
2026年3月24日7時,0.44
2026年3月24日8時,1.19
2026年3月24日9時,1.94
2026年3月24日10時,2.56
2026年3月24日11時,2.99
2026年3月24日12時,3.18
2026年3月24日13時,3.10
2026年3月24日14時,2.77
2026年3月24日15時,2.26
2026年3月24日16時,1.46
2026年3月24日17時,0.62
2026年3月24日18時,0.09
2026年3月24日19時,0.00
2026年3月24日20時,--
2026年3月24日21時,--
2026年3月24日22時,--
2026年3月24日23時,--
2026年3月24日24時,--
2026年3月25日1時,--
2026年3月25日2時,--
2026年3月25日3時,--
2026年3月25日4時,--
2026年3月25日5時,--
2026年3月25日6時,0.00
2026年3月25日7時,0.04
2026年3月25日8時,0.57
2026年3月25日9時,0.87
2026年3月25日10時,0.94
2026年3月25日11時,0.23
2026年3月25日12時,0.22
2026年3月25日13時,0.25
2026年3月25日14時,0.33
2026年3月25日15時,0.33
2026年3月25日16時,0.23
2026年3月25日17時,0.08
2026年3月25日18時,0.01
2026年3月25日19時,0.00
2026年3月25日20時,--
2026年3月25日21時,--
2026年3月25日22時,--
2026年3月25日23時,--
2026年3月25日24時,--
2026年3月26日1時,--
2026年3月26日2時,--
2026年3月26日3時,--
2026年3月26日4時,--
2026年3月26日5時,--
2026年3月26日6時,0.00
2026年3月26日7時,0.04
2026年3月26日8時,0.15
2026年3月26日9時,0.27
2026年3月26日10時,0.47
2026年3月26日11時,0.52
2026年3月26日12時,0.61
2026年3月26日13時,0.44
2026年3月26日14時,0.98
2026年3月26日15時,0.82
2026年3月26日16時,0.42
2026年3月26日17時,0.33
2026年3月26日18時,0.05
2026年3月26日19時,0.00
2026年3月26日20時,--
2026年3月26日21時,--
2026年3月26日22時,--
2026年3月26日23時,--
2026年3月26日24時,--
2026年3月27日1時,--
2026年3月27日2時,--
2026年3月27日3時,--
2026年3月27日4時,--
2026年3月27日5時,--
2026年3月27日6時,0.02
2026年3月27日7時,0.35
2026年3月27日8時,0.85
2026年3月27日9時,1.84
2026年3月27日10時,2.28
2026年3月27日11時,2.23
2026年3月27日12時,1.63
2026年3月27日13時,2.54
2026年3月27日14時,2.57
2026年3月27日15時,1.24
2026年3月27日16時,1.06
2026年3月27日17時,0.45
2026年3月27日18時,0.11
2026年3月27日19時,0.00
2026年3月27日20時,--
2026年3月27日21時,--
2026年3月27日22時,--
2026年3月27日23時,--
2026年3月27日24時,--
2026年3月28日1時,--
2026年3月28日2時,--
2026年3月28日3時,--
2026年3月28日4時,--
2026年3月28日5時,--
2026年3月28日6時,0.01
2026年3月28日7時,0.13
2026年3月28日8時,0.79
